NodeId,Name,Degree,Betweenness,Eig,ClustCoeff
327333,Ramesh_Johari,5.000000,0.666667,0.026547,0.800000
327453,Ritesh_Madan,8.000000,10.166665,0.034497,0.535714
327505,Xiaoqing_Zhu,6.000000,11.837133,0.019402,0.600000
334996,Gabriel_Y._Weintraub,4.000000,0.000000,0.024997,1.000000
336846,Jose_F._Paris,6.000000,0.500000,0.026715,0.866667
337779,Mikael_Johansson,5.000000,0.000000,0.026794,1.000000
355599,Neelesh_B._Mehta,5.000000,0.866667,0.019870,0.700000
355693,Changho_Suh,4.000000,1.171861,0.019233,0.500000
355728,Gerard_J._Foschini,9.000000,7.362588,0.025834,0.472222
355964,Juan_P._Pe0x0F1A-Martin,4.000000,0.333333,0.015642,0.833333
355965,Juan_M._Romero-Jerez,7.000000,2.833333,0.018636,0.666667
355966,F._Javier_Lopez-Martinez,11.000000,14.776243,0.034361,0.436364
356603,Lifang_Li,5.000000,1.717605,0.018889,0.600000
356650,Soon-Ghee_Chua,1.000000,0.000000,0.012676,0.000000
356818,Christopher_Rose,5.000000,0.271429,0.028891,0.900000
357033,Chao_Tian,6.000000,9.890313,0.030518,0.600000
357585,Vahid_Jamali,5.000000,0.250000,0.026887,0.900000
357603,Arman_Ahmadzadeh,4.000000,0.000000,0.017546,1.000000
357708,Burton_R._Saltzberg,3.000000,0.000000,0.014063,1.000000
357722,Seong_Taek_Chung,1.000000,0.000000,0.012676,0.000000
357734,Nihar_Jindal,16.000000,97.569180,0.044909,0.250000
358748,Stuart_C._Schwartz,7.000000,65.316177,0.028033,0.476190
359113,Sudhir_Srinivasa,3.000000,0.000000,0.017517,1.000000
359330,Pavan_K._Vitthaladevuni,4.000000,0.000000,0.016647,1.000000
359406,Eduardo_Martos-Naya,6.000000,0.500000,0.026715,0.866667
359739,Chris_T._K._Ng,10.000000,13.205640,0.036252,0.377778
359798,Ernest_Kurniawan,6.000000,2.784890,0.029111,0.666667
359802,Friedrich_K._Jondral,5.000000,0.000000,0.017600,1.000000
359916,Yair_Noam,6.000000,2.500000,0.026528,0.600000
360089,Farhad_Meshkati,4.000000,22.908381,0.021884,0.833333
361019,Xiaoyi_Tang,2.000000,0.000000,0.015015,1.000000
361185,Wonjong_Rhee,5.000000,1.714322,0.021237,0.700000
361523,Daniela_Tuninetti,9.000000,9.699328,0.048034,0.777778
361524,Natasha_Devroye,9.000000,18.708051,0.046082,0.611111
415082,Dmitry_Chizhik,7.000000,11.220405,0.022882,0.714286
427659,Stavros_Toumpis,1.000000,0.000000,0.012676,0.000000
428784,Ahmad_Bahai,7.000000,31.024097,0.032747,0.380952
429841,Ekine_Akuiyibo,3.000000,0.000000,0.015835,1.000000
463350,Alexandros_Manolakos,9.000000,9.146032,0.035818,0.500000
463946,Sung_Ho_Moon,3.000000,0.000000,0.013904,1.000000
464305,Ivana_Maric,14.000000,23.725748,0.052141,0.461538
464408,Boon_Sim_Thian,6.000000,2.019048,0.028024,0.733333
464587,Joshua_W._Shao,4.000000,0.000000,0.017335,1.000000
464731,Pulkit_Grover,9.000000,51.995002,0.036762,0.444444
464805,Gabriel_Aguilera,3.000000,0.000000,0.014190,1.000000
464896,Unai_Fernandez-Plazaola,5.000000,0.000000,0.017374,1.000000
464938,Russ_Islam,3.000000,0.000000,0.015478,1.000000
464984,Jianyi_Huang,4.000000,0.000000,0.016982,1.000000
465191,Reza_Mirghaderi,5.000000,0.843590,0.028402,0.800000
465247,Sina_Firouzabadi,4.000000,0.000000,0.025169,1.000000
466963,Hoi-To_Wai,11.000000,174.903235,0.040424,0.400000
496953,Holger_Jakel,5.000000,0.000000,0.017600,1.000000
586207,Sachin_Adlakha,10.000000,12.216597,0.031627,0.400000
659008,Peter_P._Lee,3.000000,0.000000,0.015021,1.000000
660650,Ayfer_Ozg?r,8.000000,5.225649,0.036664,0.607143
660673,Yifan_Liang,7.000000,2.701975,0.029021,0.666667
660804,Daniel_Zahavi,7.000000,27.529666,0.026252,0.666667
661274,Tim_Holliday,4.000000,2.365054,0.030050,0.833333
662336,Taesang_Yoo,9.000000,9.386724,0.030888,0.472222
667534,Holger_Jaekel,5.000000,0.000000,0.017600,1.000000
675092,Se_Yong_Park,3.000000,0.333333,0.017129,0.666667
675153,Haitham_A._Hindi,5.000000,0.000000,0.026794,1.000000
682181,Neta_S._Zuckerman,6.000000,2.000000,0.026585,0.666667
687210,Jeremy_Kim,3.000000,0.000000,0.024371,1.000000
751461,Michail_Tsatsanis,6.000000,0.000000,0.022995,1.000000
790670,Tobias_Renk,5.000000,0.000000,0.017600,1.000000
862468,Levan_Ghaghanidze,4.000000,0.000000,0.027004,1.000000
891135,Anton_Monk,6.000000,0.000000,0.022995,1.000000
911972,Shlomo_Rakib,6.000000,0.000000,0.022995,1.000000
917285,Ruiyang_Song,5.000000,0.500000,0.031145,0.800000
920044,Konstantinos_D._Dimou,3.000000,0.000000,0.015429,1.000000
926589,David_Pan,3.000000,0.000000,0.024473,1.000000
955561,Ahmad_R._S._Bahai,5.000000,2.869048,0.017346,0.500000
955562,Manoneet_Singh,3.000000,0.000000,0.014063,1.000000
1022680,Yueyue_Fan,5.000000,0.000000,0.022353,1.000000
1092889,Eric_Setton,4.000000,0.000000,0.015753,1.000000
1307564,Yirong_Shen,2.000000,0.000000,0.014108,1.000000
1308009,Hyung_Ho_Park,3.000000,0.000000,0.013904,1.000000
1308010,Minseok_Oh,3.000000,0.000000,0.013904,1.000000
1320513,Brian_Knott,3.000000,0.000000,0.016833,1.000000
1497461,S._Jafar,3.000000,0.000000,0.016947,1.000000
1584962,Kevin_C._Yu,1.000000,0.000000,0.012676,0.000000
1731594,Xiangheng_Liu,2.000000,0.000000,0.022429,1.000000
2033607,Georgia_Murray,2.000000,0.000000,0.015514,1.000000
